Image	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Num points	Area µm^2	Perimeter µm
DP28_25081_Section3_10X_ome_copy.tif - MIA	Secondary	Secondary	Image	Points	873.64	98.35	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primary	Primary	Image	Points	1214	240.84	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1343.8	1393.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	409.3	1371.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	991.48	107.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1377.8	1347.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1108.6	1586.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	554.24	1600.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Antral	Antral	Image	Polygon	363.69	1069.2	NaN	5976.6	311.95
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1207.8	1517.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1099.2	161.56	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1151.1	1564.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1305.8	1417.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	977.17	1622.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1418	452.33	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	412.39	1412.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1427.1	503.68	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	325.15	1215.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	993.47	1641.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	972.44	1640.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1153.6	1579.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	591.79	1629.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	509.4	98.15	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	854.1	1709.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	604.38	1687	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	384.9	1407	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1458.6	1262	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1519.2	1135.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1246	1501.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1061.8	134.13	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Multilayer	Multilayer	Image	Polygon	381.66	1279.5	NaN	538.68	90.55
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	184.18	414.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Secondary	Secondary	Image	Points	528.15	1549	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1201.4	233.92	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Corpus Luteum	Corpus Luteum	Image	Polygon	1089.9	1007	NaN	495846.7	2715.8
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1356.5	1327.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	227.57	298.94	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1318.5	337.46	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	882.37	1691.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	454.08	125.71	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	425.53	123.31	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Multilayer	Multilayer	Image	Polygon	1032.6	1593.4	NaN	551.95	92.09
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	953.02	1672	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1173	1529.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	448.23	1488.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1074.1	1618	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1099.9	148.42	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	234.37	879.27	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	334.02	1314.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1240.3	1507.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1192.2	1535.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	555.17	86.43	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Multilayer	Multilayer	Image	Polygon	799.7	93.52	NaN	435.94	80.2
DP28_25081_Section3_10X_ome_copy.tif - MIA	Multilayer	Multilayer	Image	Points	1326.9	375.91	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	548.31	1636.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1474.9	1229.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1311.7	340.48	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	784.96	53.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1301.6	299.94	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	700.07	57.92	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	976.63	114.27	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1127.4	1596.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1480.9	1206.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Antral	Antral	Image	Polygon	595.48	208.96	NaN	12239.1	434.51
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	305.16	1139.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	844.12	1709.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	676.65	1710.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	218.4	257.15	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	722.43	57.19	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	574.5	1609.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1082.8	1609.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	761.47	66.89	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	775.74	1748	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	800.37	1719.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	1076.4	145.66	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1243.1	285.35	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	803.14	66.29	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1395.8	402	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1313.8	327.58	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	256.8	1013.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Multilayer	Multilayer	Image	Polygon	204.38	326.16	NaN	534.59	89.87
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	484.14	1467.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	823.38	1702.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	870.4	1700.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	325.37	1242.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	791.6	74.73	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1043.7	1641.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	896.59	93.81	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	1403.3	441.61	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	502.82	1549.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	816.85	1728.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1009.9	114.12	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1062.7	128.02	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	463.16	99.53	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	474.34	153	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	1468.9	1247.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	787.93	1735.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	798.89	1708.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1110.2	1597.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1226.3	1503	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	633.11	79.67	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	306.98	187.15	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	826.87	1709.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1188.8	1545.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	257.98	899.33	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	469.82	1520.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	295.47	184.59	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	1282.3	293.63	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1067	1610.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1223.9	250.67	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	746.7	41.59	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	666.18	1704	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	380.08	1399.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Secondary	Secondary	Image	Points	863.19	71.91	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1143.1	169.37	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	780.12	1734.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1413.6	467.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Antral	Antral	Image	Polygon	231.18	581.34	NaN	18389	523.12
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	248.89	902.49	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	604.97	1711.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	298.05	1117.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	948.09	96.64	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	815.27	1677.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1126	161.37	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	622.75	1711.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1344.2	1384.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1248.5	259.76	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	530.6	96.13	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	639.43	49.44	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primary	Primary	Image	Points	627.79	1664.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	992.38	1651.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Secondary	Secondary	Image	Points	465.54	118.65	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1067.4	1616.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	272.37	194.52	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	686.14	1727.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	904.98	103.23	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1258.4	1477.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1321	344.35	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	1080.9	1573.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	910.95	1679	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	338.58	1268	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	239.95	297.89	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	386.38	1339.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1038.9	127.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	1305.9	308.29	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	517.79	1591.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	595.29	1695.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	503.27	1578.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	903.15	1677	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1039.4	1633.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	708.45	51.01	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1079.1	1620.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	209.07	287.99	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1017.9	1621.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	622.21	1717.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	961.47	98.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1233.1	242.47	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	775.84	1740	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	566.93	80.69	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1046.2	114.72	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	339.32	787.47	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	1169.5	215.44	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	964.79	1665.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1024.6	1645.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1053.7	1633.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	376.2	1334.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1081.4	1601.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	550.33	93.91	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1200.9	1522	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1073.2	1609.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1115.1	1604.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	1302.1	313.37	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	545.29	1626.3	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	706.79	1708.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1259.6	278.27	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	879.2	1700.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	1117.4	155.64	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1241.4	255.61	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	922.19	100.43	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1022.7	105.59	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	454.6	1505.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1104.5	1600.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	578.04	73.76	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	435.49	1486.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	570.63	1631.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	954.7	109.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1027.2	1638.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	529.72	102.75	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1320.7	1402.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1061.3	1613	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	269.84	892.41	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1508.7	694.33	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	397.87	1432.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1234.6	259.96	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1316.6	1407.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1245.4	275.86	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1116.1	149.84	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	848.27	1684.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1168.9	1577.6	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	372.35	1319.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1074.4	1625.2	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	869.39	79.89	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1031.1	107.38	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	559.28	107.17	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	933.45	1690.1	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	468.63	1527.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	439.8	1432.9	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	916.71	1696.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1261.1	1485.5	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	1241.6	263.82	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	807.49	1697.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primary	Transitional Primary	Image	Points	510.22	1525.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	696.54	48.51	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1003	1626.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	460.03	1510.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	437.43	1447.4	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Transitional Primordial	Transitional Primordial	Image	Points	849.22	67.52	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	924.48	1690.7	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	950.81	1661.8	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1134.9	169.07	1	NaN	NaN
DP28_25081_Section3_10X_ome_copy.tif - MIA	Primordial	Primordial	Image	Points	1423.2	455.4	1	NaN	NaN
